time	AX	AY	AZ	GX	GY	GZ
15690	0,072	-0,201	9,775	-0,003	0,004	-0,019
15700	0,072	-0,201	9,775	-0,003	0,004	-0,019
15710	0,072	-0,201	9,775	-0,003	0,004	-0,019
15720	0,072	-0,201	9,775	-0,003	0,004	-0,019
15730	0,074	-0,225	9,779	-0,004	0,003	-0,003
15740	0,074	-0,225	9,779	-0,004	0,003	-0,003
15750	0,074	-0,225	9,779	-0,004	0,003	-0,003
15760	0,074	-0,225	9,779	-0,004	0,003	-0,003
15770	0,074	-0,225	9,779	-0,004	0,003	-0,003
15780	0,074	-0,225	9,779	-0,004	0,003	-0,003
15790	0,074	-0,225	9,779	-0,004	0,003	-0,003
15800	0,074	-0,225	9,779	-0,004	0,003	-0,003
15810	0,074	-0,225	9,779	-0,004	0,003	-0,003
15820	0,074	-0,225	9,779	-0,004	0,003	-0,003
15830	0,074	-0,225	9,779	-0,004	0,003	-0,003
15840	0,074	-0,225	9,779	-0,004	0,003	-0,003
15850	0,074	-0,225	9,779	-0,004	0,003	-0,003
15860	0,074	-0,225	9,779	-0,004	0,003	-0,003
15870	0,074	-0,225	9,779	-0,004	0,003	-0,003
15880	0,074	-0,225	9,779	-0,004	0,003	-0,003
15890	0,074	-0,225	9,779	-0,004	0,003	-0,003
15900	0,074	-0,225	9,779	-0,004	0,003	-0,003
15910	0,074	-0,225	9,779	-0,004	0,003	-0,003
15920	0,074	-0,218	9,765	-0,004	0,002	0,019
15930	0,074	-0,218	9,765	-0,004	0,002	0,019
15940	0,074	-0,218	9,765	-0,004	0,002	0,019
15950	0,074	-0,218	9,765	-0,004	0,002	0,019
15960	0,074	-0,218	9,765	-0,004	0,002	0,019
15970	0,074	-0,218	9,765	-0,004	0,002	0,019
15980	0,074	-0,218	9,765	-0,004	0,002	0,019
15990	0,074	-0,218	9,765	-0,004	0,002	0,019
16000	0,074	-0,218	9,765	-0,004	0,002	0,019
16010	0,074	-0,218	9,765	-0,004	0,002	0,019
16020	0,074	-0,218	9,765	-0,004	0,002	0,019
16030	0,074	-0,218	9,765	-0,004	0,002	0,019
16040	0,074	-0,218	9,765	-0,004	0,002	0,019
16050	0,074	-0,218	9,765	-0,004	0,002	0,019
16060	0,074	-0,218	9,765	-0,004	0,002	0,019
16070	0,074	-0,218	9,765	-0,004	0,002	0,019
16080	0,074	-0,218	9,765	-0,004	0,002	0,019
16090	0,074	-0,218	9,765	-0,004	0,002	0,019
16100	0,074	-0,218	9,765	-0,004	0,002	0,019
16110	0,074	-0,218	9,765	-0,004	0,002	0,019
16120	0,084	-0,213	9,760	-0,003	0,001	0,047
16130	0,084	-0,213	9,760	-0,003	0,001	0,047
16140	0,084	-0,213	9,760	-0,003	0,001	0,047
16150	0,084	-0,213	9,760	-0,003	0,001	0,047
16160	0,084	-0,213	9,760	-0,003	0,001	0,047
16170	0,084	-0,213	9,760	-0,003	0,001	0,047
16180	0,084	-0,213	9,760	-0,003	0,001	0,047
16190	0,084	-0,213	9,760	-0,003	0,001	0,047
16200	0,084	-0,213	9,760	-0,003	0,001	0,047
16210	0,084	-0,213	9,760	-0,003	0,001	0,047
16220	0,084	-0,213	9,760	-0,003	0,001	0,047
16230	0,084	-0,213	9,760	-0,003	0,001	0,047
16240	0,084	-0,213	9,760	-0,003	0,001	0,047
16250	0,084	-0,213	9,760	-0,003	0,001	0,047
16260	0,084	-0,213	9,760	-0,003	0,001	0,047
16270	0,084	-0,213	9,760	-0,003	0,001	0,047
16280	0,084	-0,213	9,760	-0,003	0,001	0,047
16290	0,084	-0,213	9,760	-0,003	0,001	0,047
16300	0,084	-0,213	9,760	-0,003	0,001	0,047
16310	0,067	-0,225	9,770	-0,002	-0,001	0,072
16320	0,067	-0,225	9,770	-0,002	-0,001	0,072
16330	0,067	-0,225	9,770	-0,002	-0,001	0,072
16340	0,067	-0,225	9,770	-0,002	-0,001	0,072
16350	0,067	-0,225	9,770	-0,002	-0,001	0,072
16360	0,067	-0,225	9,770	-0,002	-0,001	0,072
16370	0,067	-0,225	9,770	-0,002	-0,001	0,072
16380	0,067	-0,225	9,770	-0,002	-0,001	0,072
16390	0,067	-0,225	9,770	-0,002	-0,001	0,072
16400	0,067	-0,225	9,770	-0,002	-0,001	0,072
16410	0,067	-0,225	9,770	-0,002	-0,001	0,072
16420	0,067	-0,225	9,770	-0,002	-0,001	0,072
16430	0,067	-0,225	9,770	-0,002	-0,001	0,072
16440	0,067	-0,225	9,770	-0,002	-0,001	0,072
16450	0,067	-0,225	9,770	-0,002	-0,001	0,072
